name,classification,frequency_female,frequency_male,frequency_total,ratio,names
NEURIS,M,21,22,43,0.5116279069767442,|NEURIS|
NEURISLENE,F,36,0,36,1.0,|NEURISLENE|
NEURISMAR,F,170,124,294,0.5782312925170068,|NEURISMA|NEURISMAR|
NEURISON,M,0,21,21,1.0,|NEURISON|
NEURISVALDO,M,0,74,74,1.0,|NEURISVALDO|
NEURISVAN,M,25,157,182,0.8626373626373627,|NEURISVAN|
NEURISVANIA,F,43,0,43,1.0,|NEURISVANIA|
NEURIVAL,M,0,96,96,1.0,|NEURIVAL|
NEURIVALDA,F,23,0,23,1.0,|NEURIVALDA|
NEURIVALDO,M,0,241,241,1.0,|NEURIVALDO|
NEURIVAN,M,137,954,1091,0.8744271310724107,|NEURIVAM|NEURIVAN|
NEURIVANDA,F,24,0,24,1.0,|NEURIVANDA|
NEURIVANIA,F,271,0,271,1.0,|NEURIVANIA|
NEURIZA,F,40,0,40,1.0,|NEURIZA|
NEURIZAN,F,20,0,20,1.0,|NEURIZAN|
NEURIZETE,F,261,0,261,1.0,|NEURISETE|NEURIZETE|
NEURO,M,0,332,332,1.0,|NEURO|
NEURON,M,0,23,23,1.0,|NEURON|
NEUZ,F,51,0,51,1.0,|NEUS|NEUZ|
NEUSA,F,229387,488,229875,0.9978771071234367,|NEUSA|NEUZA|
NEUZAIR,F,157,22,179,0.8770949720670391,|NEUSAIR|NEUSIA|NEUZAIR|
NEUZALINA,F,396,0,396,1.0,|NEUSALINA|NEUSELINA|NEUZALINA|NEUZELINA|
NEUZAMAR,F,73,0,73,1.0,|NEUSAMAR|NEUZAMAR|
NEUZANE,F,70,0,70,1.0,|NEUSANE|NEUZANE|
NEUZANGELA,F,135,0,135,1.0,|NEUSANGELA|NEUZANGELA|
NEUZANI,F,139,0,139,1.0,|NEUSANI|NEUSANIR|NEUZANI|NEUZANIR|
NEUSANIA,F,46,0,46,1.0,|NEUSANIA|NEUZANIA|
NEUZANIRA,F,74,0,74,1.0,|NEUSANIRA|NEUZANIRA|
NEUSDETE,F,55,0,55,1.0,|NEUSDETE|
NEUSE,F,89,0,89,1.0,|NEUSE|NEUZE|
NEUZELI,F,2994,0,2994,1.0,|NEUSELI|NEUSELIR|NEUSELY|NEUZELI|NEUZELIR|NEUZELY|NEUZILI|
NEUZELIA,F,364,0,364,1.0,|NEUSALIA|NEUSELIA|NEUSILIA|NEUZALIA|NEUZELIA|NEUZILIA|
NEUZENI,F,612,0,612,1.0,|NEUSENI|NEUSENIR|NEUZENI|NEUZENIR|
NEUZETE,F,848,0,848,1.0,|NEUSETE|NEUZETE|
NEUSI,F,2826,331,3157,0.8951536268609439,|NEUSI|NEUSIR|NEUSY|NEUZI|NEUZIR|NEUZY|
NEUSIANA,F,81,0,81,1.0,|NEUSIANA|NEUZIANA|
NEUZIANE,F,997,0,997,1.0,|NEUSIANE|NEUZIANE|
NEUZIENE,F,121,0,121,1.0,|NEUSIENE|NEUZIENE|
NEUZILA,F,106,0,106,1.0,|NEUSILA|NEUZILA|NEUZUILA|
NEUZILANE,F,95,0,95,1.0,|NEUSILANE|NEUZILANE|
NEUZILENE,F,1147,0,1147,1.0,|NEUSELENE|NEUSILENE|NEUSLENE|NEUZELENE|NEUZILENE|
NEUZIMAR,F,1059,223,1282,0.8260530421216848,|NEUSIMAR|NEUZIMAR|
NEUZIMARA,F,107,0,107,1.0,|NEUSIMARA|NEUZIMARA|
NEUSINA,F,639,0,639,1.0,|NEUSINA|NEUSINHA|NEUZINA|NEUZINHA|
NEUZINETE,F,216,0,216,1.0,|NEUSINETE|NEUZINETE|
NEUZINHO,M,0,55,55,1.0,|NEUSINO|NEUZINHO|
NEUZIRA,F,868,0,868,1.0,|NEUSIRA|NEUZIRA|
NEUZIRENE,F,355,0,355,1.0,|NEUSIRENE|NEUZIRENE|
NEUZITA,F,1010,0,1010,1.0,|NEUSITA|NEUZITA|NEUZUITA|
NEUSIVAN,M,22,97,119,0.8151260504201681,|NEUSIVAN|NEUZIVAN|
NEUSIVANIA,F,96,0,96,1.0,|NEUSIVANIA|NEUZIVANIA|
NEUSMAR,M,20,134,154,0.8701298701298701,|NEUSMAR|
NEUSO,M,0,559,559,1.0,|NEUSO|NEUZO|
NEUSTA,F,20,0,20,1.0,|NEUSTA|
NEUSVALDO,M,0,256,256,1.0,|NEUSVALDO|
NEUTA,F,142,0,142,1.0,|NEUTA|
NEUTO,M,0,531,531,1.0,|NEUTO|
NEUTON,M,0,2221,2221,1.0,|NEUTOM|NEUTON|
NEUTRO,M,0,54,54,1.0,|NEUTRO|
NEUVA,F,151,0,151,1.0,|NEUVA|
NEUVALDO,M,0,35,35,1.0,|NEUVALDO|
NEUVAN,M,0,37,37,1.0,|NEUVAN|
NEUVANI,F,37,0,37,1.0,|NEUVANI|NEUVANIR|
NEUVANIA,F,55,0,55,1.0,|NEUVANIA|
NEUZABETE,F,27,0,27,1.0,|NEUZABETE|
NEUZANETE,F,22,0,22,1.0,|NEUZANETE|
NEUZARINA,F,141,0,141,1.0,|NEUSARINA|NEUZARINA|
NEUZEDIR,F,20,0,20,1.0,|NEUZEDIR|
NEUZELITA,F,128,0,128,1.0,|NEUSELITA|NEUZELITA|
NEUZENITA,F,32,0,32,1.0,|NEUZENITA|
NEUZICE,F,129,0,129,1.0,|NEUSICE|NEUZICE|
NEUZIELE,F,68,0,68,1.0,|NEUSIELE|NEUZIELE|
NEUZIETE,F,27,0,27,1.0,|NEUZIETE|
NEUZILDA,F,52,0,52,1.0,|NEUZILDA|
NEUZILEIA,F,28,0,28,1.0,|NEUZILEIA|
NEUZINEIA,F,59,0,59,1.0,|NEUSINEIA|NEUZINEIA|
NEUZITO,M,0,101,101,1.0,|NEUSITO|NEUZITO|
NEUSIVALDO,M,0,50,50,1.0,|NEUSIVALDO|NEUZIVALDO|
NEVAIR,F,242,127,369,0.6558265582655827,|NEVAIR|NEVIA|
NEVALDO,M,0,261,261,1.0,|NEVALDO|
NEVERSON,M,0,158,158,1.0,|NEVERSON|
NEVERTON,M,0,544,544,1.0,|NEVERTON|
NEVES,F,820,365,1185,0.6919831223628692,|NEVES|
NEVI,M,47,110,157,0.7006369426751592,|NEVI|NEVIR|
NEVIANE,F,26,0,26,1.0,|NEVIANE|
NEVAL,M,0,114,114,1.0,|NEVAL|NEVIL|
NEVILDA,F,33,0,33,1.0,|NEVILDA|
NEVILDE,F,36,0,36,1.0,|NEVILDE|
NEVILE,M,0,109,109,1.0,|NEVILE|
NEVILLE,M,0,53,53,1.0,|NEVILLE|
NEVILSON,M,0,55,55,1.0,|NEVILSON|
NEVILTON,M,0,31,31,1.0,|NEVILTON|
NEVIO,M,0,728,728,1.0,|NEVIO|
NEVITA,F,45,0,45,1.0,|NEVITA|
NEVITO,M,0,72,72,1.0,|NEVITO|
NEVITON,M,0,796,796,1.0,|NEVITOM|NEVITON|
NEVOLANDA,F,106,0,106,1.0,|NEVOLANDA|
NEVOLANDIA,F,42,0,42,1.0,|NEVOLANDIA|
NEVTON,M,0,170,170,1.0,|NEVTON|
NEWBER,M,0,32,32,1.0,|NEWBER|
NEWERTON,M,0,55,55,1.0,|NEWERTON|
NEWLTON,M,0,78,78,1.0,|NEWILTON|NEWLTON|
NEWITON,M,0,62,62,1.0,|NEWITON|
NEWMAR,M,64,100,164,0.6097560975609756,|NEWMA|NEWMAR|
NEWMAN,M,0,78,78,1.0,|NEWMAN|
NEWSON,M,0,25,25,1.0,|NEWSON|
NEWTO,M,0,54,54,1.0,|NEWTO|
NEWTON,M,0,9510,9510,1.0,|NEWTOM|NEWTON|
NEZA,F,220,0,220,1.0,|NESA|NEZA|
NESIAS,M,0,87,87,1.0,|NESIAS|NEZIAS|
NEZILA,F,56,0,56,1.0,|NEZILA|
NEZILDO,M,0,176,176,1.0,|NESILDO|NEZILDO|
NEZILMA,F,26,0,26,1.0,|NEZILMA|
NEZINHO,M,0,140,140,1.0,|NESINHO|NEZINHO|
NEZITO,M,0,124,124,1.0,|NESITO|NEZITO|
NGELA,F,27,0,27,1.0,|NGELA|
NGREI,F,38,0,38,1.0,|NGREI|
NIANDER,M,0,47,47,1.0,|NIANDER|
NIANDRO,M,0,29,29,1.0,|NIANDRO|
NIBALDO,M,0,44,44,1.0,|NIBALDO|
NIDIO,M,0,144,144,1.0,|NIBIO|NIDIO|
NICACIA,F,497,0,497,1.0,|NICACIA|NIKACIA|
NICACIO,M,0,1264,1264,1.0,|NICACIO|NIKACIO|
NICAEL,M,90,598,688,0.8691860465116279,|NICAEL|NICIEL|NICOL|NICOLR|NIKAEL|
NICOLA,M,443,2999,3442,0.8712957582800698,|NICAELA|NICAULA|NICELHA|NICOLA|NICOLAR|NICULA|NIKAELA|NIKOLA|
NICOLE,F,107610,851,108461,0.9921538617567605,|NEICIELE|NICAELE|NICELE|NICIELE|NICILE|NICLE|NICOLAE|NICOLE|NIKAELE|NIKELE|NIKOLE|NYCOLE|NYKOLE|
NICOLI,F,29452,322,29774,0.9891851951366964,|NICAELI|NICAELY|NICELI|NICELY|NICIELI|NICILI|NICLEI|NICOLI|NICOLY|NIKAELI|NIKAELY|NIKELI|NIKELY|NIKOLI|NIKOLY|NYCOLI|NYCOLY|
NICOLLE,F,5273,35,5308,0.9934061793519217,|NICAELLE|NICOLLE|NIKAELLE|NIKELLE|NIKOLLE|NYCOLLE|NYKOLLE|
NICOLLY,F,8987,41,9028,0.9954585733274258,|NICAELLY|NICILLY|NICOLLI|NICOLLY|NIKAELLY|NIKELLI|NIKELLY|NIKOLLI|NIKOLLY|NYCOLLI|NYCOLLY|NYKOLLY|
NICANDRO,M,0,37,37,1.0,|NICANDRO|
NICANOR,M,0,5082,5082,1.0,|NICANO|NICANOR|
NICANORA,F,104,0,104,1.0,|NICANORA|
NICARLA,F,83,0,83,1.0,|NICARLA|
NICASIO,M,0,285,285,1.0,|NICASIO|
NICASSIA,F,510,0,510,1.0,|NICASSIA|NIKASSIA|
NICASSIO,M,0,771,771,1.0,|NICASSIO|NIKASSIO|
NICEA,F,707,0,707,1.0,|NICEA|
NICEAS,F,85,75,160,0.53125,|NICEAS|
NICEIA,F,2989,21,3010,0.9930232558139535,|NICEIA|
NICEIAS,M,61,68,129,0.5271317829457365,|NICEIAS|NIKEIAS|
NICELDA,F,131,0,131,1.0,|NICELDA|NICILDA|
NICLEIA,F,203,0,203,1.0,|NICELEIA|NICILEIA|NICLEIA|
NICELENA,F,29,0,29,1.0,|NICELENA|
NICILENE,F,629,0,629,1.0,|NEICILENE|NICELENE|NICILENE|
NICELIA,F,1519,373,1892,0.8028541226215645,|NICELIA|NICOLAI|NICOLAY|NIKOLAI|NIKOLAY|
NICOLINA,F,1309,0,1309,1.0,|NICELINA|NICOLINA|
NICELIO,M,0,205,205,1.0,|NICELIO|
NICELMA,F,348,0,348,1.0,|NICELMA|NICIELMA|
NICELSO,M,0,28,28,1.0,|NICELSO|
NICEMAR,F,42,0,42,1.0,|NICEMAR|
NICERIA,F,47,0,47,1.0,|NICERIA|
NIKESIA,F,81,0,81,1.0,|NICESIA|NIKESIA|
NICESIO,M,0,165,165,1.0,|NICESIO|NICEZIO|
NICETE,F,109,0,109,1.0,|NICETE|
NICEU,M,0,93,93,1.0,|NICEU|
NICHELE,F,318,0,318,1.0,|NICHELE|NICHOLE|
NICHELI,F,116,0,116,1.0,|NICHELI|NICHOLI|NICHOLY|
NICHOLLE,F,44,0,44,1.0,|NICHELLE|NICHOLLE|
NICHOLAS,M,51,5085,5136,0.990070093457944,|NICHOLAS|NYCHOLAS|
NICHOLLAS,M,0,234,234,1.0,|NICHOLLAS|NYCHOLLAS|
NICIA,F,1353,0,1353,1.0,|NICIA|
NICIAS,M,20,46,66,0.696969696969697,|NICIAS|
NICICLEIDE,F,34,0,34,1.0,|NICICLEIDE|
NICIENE,F,95,0,95,1.0,|NICIENE|
NICLEIDE,F,123,0,123,1.0,|NICILEIDE|NICLEIDE|
NICIMAR,F,37,0,37,1.0,|NEICIMAR|NICIMAR|
NICINEIA,F,36,0,36,1.0,|NICINEIA|
NICINHA,F,240,0,240,1.0,|NICINHA|
NICIO,M,0,192,192,1.0,|NICIO|
NICK,M,41,652,693,0.9408369408369408,|NICK|
NICKAEL,M,0,21,21,1.0,|NICKAEL|
NICKERSON,M,0,38,38,1.0,|NICKERSON|
NICKY,M,0,69,69,1.0,|NICKI|NICKY|
NICKOLAS,M,0,1423,1423,1.0,|NICCOLAS|NICKOLAS|NYCKOLAS|
NICKOLE,F,153,0,153,1.0,|NICCOLE|NICKOLE|
NICKOLLAS,M,0,138,138,1.0,|NICKOLLAS|NYCKOLLAS|
NICKOLLE,F,20,0,20,1.0,|NICKOLLE|
NICKOLLY,F,115,0,115,1.0,|NICKELLY|NICKOLLY|
NICKOLY,F,98,0,98,1.0,|NICKOLI|NICKOLY|
NICKSON,M,0,872,872,1.0,|NICKSON|NYCKSON|
NICLAUDIO,M,0,28,28,1.0,|NICLAUDIO|
NICLECIA,F,59,0,59,1.0,|NICLECIA|
NICLECIO,M,0,31,31,1.0,|NICLECIO|
NICO,M,0,259,259,1.0,|NICO|NIKO|
NICODEMA,F,21,0,21,1.0,|NICODEMA|
NICODEMAS,M,0,47,47,1.0,|NICODEMAS|
NICODEMES,M,0,50,50,1.0,|NICODEMES|
NICODEMIO,M,0,32,32,1.0,|NICODEMIO|
NICODEMO,M,0,334,334,1.0,|NICODEMO|
NICODEMOS,M,0,2636,2636,1.0,|NICODEMOS|
NICODEMUS,M,0,158,158,1.0,|NICODEMUS|
NICOLAS,M,1557,115614,117171,0.9867117290114448,|NICALAS|NICILAS|NICLAS|NICOLAAS|NICOLAS|NICOLAZ|NICULAS|NIKHOLAS|NIKLAS|NIKOLAS|NYCOLAS|NYKOLAS|
NICOLACA,F,22,0,22,1.0,|NICOLACA|
NICOLAO,M,0,69,69,1.0,|NICOLAO|
NICOLAU,M,0,8190,8190,1.0,|NICOLAU|NICULAU|
NICOLAUS,M,0,67,67,1.0,|NICOLAUS|NIKOLAUS|
NICOLETA,F,91,0,91,1.0,|NICOLETA|
NICOLETTA,F,22,0,22,1.0,|NICOLETTA|
NICOLIE,F,64,0,64,1.0,|NICOLIE|
NICOLINE,F,37,0,37,1.0,|NICOLINE|
NICOLINO,M,0,471,471,1.0,|NICOLINO|
NICOLLA,M,0,27,27,1.0,|NICOLLA|
NICOLLAS,M,31,3204,3235,0.9904173106646059,|NICOLLAS|NIKOLLAS|NYCOLLAS|NYKOLLAS|
NICOLO,M,24,42,66,0.6363636363636364,|NICOLO|
NICOMEDES,M,26,678,704,0.9630681818181818,|NICOMEDES|
NICOMEDIO,M,0,136,136,1.0,|NICOMEDIO|
NICOMEDIS,M,0,59,59,1.0,|NICOMEDIS|
NICON,M,0,20,20,1.0,|NICON|
NIDAL,M,0,26,26,1.0,|NIDAL|
NIDALVA,F,103,0,103,1.0,|NIDALVA|
NIDEA,F,68,0,68,1.0,|NIDEA|
NIDELCE,F,80,0,80,1.0,|NIDELCE|
NIDERCI,F,36,0,36,1.0,|NIDERCI|
NIDIAN,F,73,0,73,1.0,|NEIDIAN|NIDIAN|
NIDOLFO,M,0,21,21,1.0,|NIDOLFO|
NIDOVAL,M,0,71,71,1.0,|NIDOVAL|
NIEDSON,M,0,800,800,1.0,|NIEBSON|NIEDSON|
NIECIA,F,23,0,23,1.0,|NIECIA|
NIECIO,M,0,65,65,1.0,|NIECIO|
NIEDA,F,142,0,142,1.0,|NIEDA|
NIEDE,F,78,0,78,1.0,|NIEDE|
NIEDI,F,23,0,23,1.0,|NIEDI|
NIEDIA,F,198,0,198,1.0,|NIEDIA|
NIEDINA,F,34,0,34,1.0,|NIEDINA|
NIEDJA,F,3336,0,3336,1.0,|NIEDJA|NYEDJA|
NIEDNA,F,72,0,72,1.0,|NIEDNA|
NIEGE,F,232,0,232,1.0,|NIEGE|NIEJE|
NIELSEN,M,240,525,765,0.6862745098039216,|NIELSEM|NIELSEN|NILSEM|NILSEN|
NIENE,F,29,0,29,1.0,|NIENE|
NIERI,F,22,0,22,1.0,|NIERI|
NIETA,F,92,0,92,1.0,|NIETA|
NIETE,F,347,0,347,1.0,|NIETE|
NIEVERTON,M,0,45,45,1.0,|NIEVERTON|
NIEVES,F,110,0,110,1.0,|NIEVES|
NIGEL,M,0,203,203,1.0,|NIGEL|NIGUEL|
NIGER,M,0,66,66,1.0,|NIGER|
NIGERIA,F,26,0,26,1.0,|NIGERIA|
NIGIA,F,163,0,163,1.0,|NIGIA|
NIK,M,0,70,70,1.0,|NIC|NIK|
NICA,F,139,0,139,1.0,|NICA|NIKA|
NIKERSON,M,0,31,31,1.0,|NIKERSON|
NIKITA,F,88,0,88,1.0,|NIKITA|
NILAIDE,F,30,0,30,1.0,|NILAIDE|
NILANDER,M,28,96,124,0.7741935483870968,|NILANDE|NILANDER|
NILCEA,F,1820,0,1820,1.0,|NILCEA|
NILCEANE,F,66,0,66,1.0,|NILCEANE|
NILCEIA,F,10219,23,10242,0.9977543448545206,|NELCEIA|NILCEIA|
NILCELAINE,F,39,0,39,1.0,|NILCELAINE|
NILCELENA,F,104,0,104,1.0,|NILCELENA|
NILCELINO,M,0,31,31,1.0,|NILCELINO|
NILCELIO,M,0,329,329,1.0,|NELCILIO|NILCELIO|
NILCEMAR,F,166,82,248,0.6693548387096774,|NILCEMAR|
NILCEMARA,F,149,0,149,1.0,|NILCEMARA|
NILCENEA,F,23,0,23,1.0,|NILCENEA|
NILCENEIA,F,104,0,104,1.0,|NILCENEIA|
NILCESAR,M,0,22,22,1.0,|NILCESAR|
NILCETE,F,61,0,61,1.0,|NILCETE|
NILCIARA,F,27,0,27,1.0,|NILCIARA|
NILCILEA,F,46,0,46,1.0,|NILCILEA|
NILCIMEIRE,F,22,0,22,1.0,|NILCIMEIRE|
NILCINARA,F,20,0,20,1.0,|NILCINARA|
NILCINEA,F,70,0,70,1.0,|NILCINEA|
NELCIVALDO,M,0,93,93,1.0,|NELCIVALDO|NILCIVALDO|
NILDACI,F,112,0,112,1.0,|NILDACI|NILDACIR|
NILDAMAR,F,29,0,29,1.0,|NILDAMAR|
NILDEA,F,35,0,35,1.0,|NILDEA|
NILDEIA,F,190,0,190,1.0,|NILDEIA|
NILDELIA,F,49,0,49,1.0,|NILDALIA|NILDELIA|
NILDEMAR,M,31,249,280,0.8892857142857142,|NILDEMAR|
NILDENE,F,135,0,135,1.0,|NILDENE|
NILDENIA,F,39,0,39,1.0,|NILDENIA|
NILDENIR,F,46,20,66,0.696969696969697,|NALDENIR|NILDENIR|
NILDENOR,M,0,89,89,1.0,|NILDENOR|
NILDERLAN,M,0,41,41,1.0,|NILDERLAN|
NILDERSON,M,0,59,59,1.0,|NILBERSON|NILDERSON|
NILDEVAN,M,21,87,108,0.8055555555555556,|NILDEVAN|
NILDEVANIA,F,35,0,35,1.0,|NILDEVANIA|
NALDIENE,F,62,0,62,1.0,|NALDIENE|NILDIENE|
NILDILEIA,F,22,0,22,1.0,|NILDILEIA|
NILDOMAR,M,0,514,514,1.0,|NILDOMAR|
NILEA,F,28,0,28,1.0,|NILEA|
NILEDA,F,28,0,28,1.0,|NILEDA|
NILEIA,F,85,0,85,1.0,|NILEIA|
NILFA,F,113,0,113,1.0,|NILFA|
NILFRAN,M,0,35,35,1.0,|NILFRAN|
NILJANE,F,27,0,27,1.0,|NILJANE|
NILOMAR,M,0,105,105,1.0,|NILOMAR|
NILRA,F,353,0,353,1.0,|NALRA|NELRA|NILRA|
NILRENE,F,30,0,30,1.0,|NILRENE|
NILSANDRA,F,73,0,73,1.0,|NILSANDRA|
NILSANDRO,M,0,40,40,1.0,|NILSANDRO|
NILZANGELA,F,205,0,205,1.0,|NILSANGELA|NILZANGELA|
NILSARA,F,48,0,48,1.0,|NILSARA|
NILSEA,F,197,0,197,1.0,|NILSEA|
NILSEIA,F,1360,0,1360,1.0,|NILSEIA|NILZEIA|
NILZEMAR,F,42,26,68,0.6176470588235294,|NILSEMAR|NILZEMAR|
NILSEMARA,F,23,0,23,1.0,|NILSEMARA|
NILSERGIO,M,0,27,27,1.0,|NILSERGIO|
NILSEU,M,0,213,213,1.0,|NELSEU|NILSEU|
NILSINEIA,F,109,0,109,1.0,|NELSINEIA|NILSINEIA|
NELSONEI,M,0,104,104,1.0,|NELSONEI|NELSONEY|NILSONEI|
NILZONETE,F,20,0,20,1.0,|NILSONETE|NILZONETE|
NILSONIA,F,22,0,22,1.0,|NILSONIA|
NILSSO,M,0,31,31,1.0,|NILSSO|
NILTANIA,F,31,0,31,1.0,|NILTANIA|
NILTARIO,M,0,42,42,1.0,|NILTARIO|
NILTIANE,F,24,0,24,1.0,|NILTIANE|
NILTINHO,M,0,33,33,1.0,|NILTINHO|
NILTOMAR,M,0,221,221,1.0,|NILTOMAR|
NILVACI,F,163,20,183,0.8907103825136612,|NELVACI|NILVACI|NILVACIR|
NILVADO,M,0,806,806,1.0,|NILVADO|
NILVAL,M,0,37,37,1.0,|NILVAL|
NILVALDA,F,139,0,139,1.0,|NILVALDA|
NILVALDO,M,0,1304,1304,1.0,|NELVALDO|NILVALDO|
NILVANA,F,1123,0,1123,1.0,|NILVANA|
NILVANDA,F,588,0,588,1.0,|NILVANDA|
NILVANDO,M,0,284,284,1.0,|NILVANDO|
NILVANDRO,M,0,72,72,1.0,|NILVANDRO|
NILVANEIDE,F,77,0,77,1.0,|NILVANEIDE|
NILVANETE,F,180,0,180,1.0,|NILVANETE|
NILVANIA,F,2219,0,2219,1.0,|NELVANIA|NILVANIA|
NILVANICE,F,29,0,29,1.0,|NILVANICE|
NILVANIO,M,0,186,186,1.0,|NILVANIO|
NILVANO,M,0,105,105,1.0,|NILVANO|
NILVE,F,368,0,368,1.0,|NELVE|NILVE|
NILVEA,F,93,0,93,1.0,|NILVEA|
NILVETE,F,255,0,255,1.0,|NILVETE|
NILVIANE,F,69,0,69,1.0,|NILVIANE|
NILVON,M,0,97,97,1.0,|NILVON|
NILVONE,F,49,0,49,1.0,|NILVONE|
NILZABETE,F,340,0,340,1.0,|NILSABETE|NILZABETE|
NILZABETH,F,33,0,33,1.0,|NILZABETH|
NILZAMAR,F,49,0,49,1.0,|NILZAMAR|
NILZANA,F,86,0,86,1.0,|NILSANA|NILZANA|
NILZANE,F,116,0,116,1.0,|NILSANE|NILZANE|
NILZANETE,F,64,0,64,1.0,|NILZANETE|
NILZANI,F,20,0,20,1.0,|NILZANI|
NILZANIA,F,38,0,38,1.0,|NILZANIA|
NILSEANE,F,56,0,56,1.0,|NILSEANE|NILZEANE|
NELSILANE,F,67,0,67,1.0,|NELSILANE|NILSILANE|NILZELANE|
NILZELENA,F,82,0,82,1.0,|NILSELENA|NILZELENA|
NILZENE,F,182,0,182,1.0,|NILSENE|NILZENE|
NILZETH,F,101,0,101,1.0,|NILZET|NILZETH|
NILZETI,F,176,0,176,1.0,|NILSETI|NILZETI|
NILZIELE,F,88,0,88,1.0,|NILSIELE|NILZIELE|
NILZIENE,F,170,0,170,1.0,|NELSIENE|NELZIENE|NILSIENE|NILZIENE|
NILZIETE,F,37,0,37,1.0,|NILZIETE|
NILZINETE,F,134,0,134,1.0,|NELZINETE|NILZINETE|
NIMIA,F,103,25,128,0.8046875,|NIMAI|NIMIA|
NINALDO,M,0,53,53,1.0,|NINALDO|
NINALVA,F,90,0,90,1.0,|NINALVA|
NINEIA,F,31,0,31,1.0,|NINEIA|
NINETE,F,94,0,94,1.0,|NINETE|
NINFA,F,815,0,815,1.0,|NINFA|NINPHA|
NINI,F,66,0,66,1.0,|NINI|
NININHA,F,108,0,108,1.0,|NININHA|
NINITA,F,60,0,60,1.0,|NINITA|
NINIVE,F,585,0,585,1.0,|NINIVE|NINIVER|
NINIVI,F,100,0,100,1.0,|NINIVI|NINIVY|
NINO,M,0,963,963,1.0,|NINHO|NINO|
NINON,F,165,0,165,1.0,|NINOM|NINON|
NIOBE,F,82,0,82,1.0,|NIOBE|
NIOBEL,M,0,21,21,1.0,|NIOBEL|
NIOMARA,F,31,0,31,1.0,|NIOMARA|
NIONE,F,30,0,30,1.0,|NIONE|
NIOVALDO,M,0,25,25,1.0,|NIOVALDO|
NIQUELE,F,315,0,315,1.0,|NIQUELE|
NIQUELI,F,251,0,251,1.0,|NIQUELI|NIQUELY|
NIQUERSON,M,0,23,23,1.0,|NIQUERSON|
NIRAILDE,F,65,0,65,1.0,|NIRAILDE|
NIRAILDES,F,61,0,61,1.0,|NIRAILDES|
NIRALDA,F,101,0,101,1.0,|NIRALDA|
NIRALVA,F,37,0,37,1.0,|NIRALVA|
NIRCE,F,1008,0,1008,1.0,|NIRCE|
NIRCEA,F,20,0,20,1.0,|NIRCEA|
NIRCEIA,F,58,0,58,1.0,|NIRCEIA|
NIRCELIA,F,26,0,26,1.0,|NIRCELIA|
NIRCEU,M,0,186,186,1.0,|NIRCEU|
NIRCI,F,40,0,40,1.0,|NIRCI|
NIRCIA,F,39,0,39,1.0,|NIRCIA|
NIRCO,M,0,22,22,1.0,|NIRCO|
NIRDA,F,57,0,57,1.0,|NIRDA|
NIRDES,F,36,0,36,1.0,|NIRDES|
NIRDO,M,0,25,25,1.0,|NIRDO|
NIREIDE,F,158,0,158,1.0,|NIREIDE|
NIRENE,F,88,0,88,1.0,|NIRENE|
NIREU,M,0,50,50,1.0,|NIREU|
NIRIA,F,404,0,404,1.0,|NIRIA|
NIRIO,M,0,95,95,1.0,|NIRIO|
NIRLAINE,F,67,0,67,1.0,|NIRLAINE|NIRLIANE|
NIRLAN,M,0,89,89,1.0,|NIRLAN|
NIRLANDA,F,39,0,39,1.0,|NIRLANDA|
NIRLANDIA,F,48,0,48,1.0,|NIRLANDIA|
NIRLANDO,M,0,126,126,1.0,|NIRLANDO|
NIRLANIA,F,28,0,28,1.0,|NIRLANIA|
NIRLEI,F,726,367,1093,0.6642268984446478,|NEIRIELI|NIRLEI|NIRLEY|
NIRLEIA,F,57,0,57,1.0,|NIRLEIA|
NIRLEIDE,F,96,0,96,1.0,|NIRLEIDE|
NIRLETE,F,42,0,42,1.0,|NIRLETE|
NIRMA,F,174,0,174,1.0,|NIRMA|
NIROMAR,M,0,22,22,1.0,|NIROMAR|
NIRZA,F,138,0,138,1.0,|NIRSA|NIRZA|
NIRSE,F,78,0,78,1.0,|NIRSE|
NIRSO,M,0,57,57,1.0,|NIRSO|
NIRSON,M,0,84,84,1.0,|NIRSON|
NIRTA,F,101,0,101,1.0,|NIRTA|
NIRTE,F,36,0,36,1.0,|NIRTE|
NIRTO,M,0,100,100,1.0,|NIRTO|
NIRVA,F,63,0,63,1.0,|NIRVA|
NIRVAL,M,0,36,36,1.0,|NIRVAL|
NIRVAN,M,0,23,23,1.0,|NIRVAN|
NIRVANA,F,373,0,373,1.0,|NIRVANA|
NIRVANDA,F,52,0,52,1.0,|NIRVANDA|
NIRVANIA,F,70,0,70,1.0,|NIRVANIA|
NIZABETE,F,69,0,69,1.0,|NISABETE|NIZABETE|
NIZAEL,M,0,430,430,1.0,|NISAEL|NIZAEL|NIZIEL|
NIZAN,M,24,245,269,0.9107806691449815,|NISAN|NIZAM|NIZAN|
NISANDRA,F,78,0,78,1.0,|NISANDRA|NIZANDRA|
NIZANGELA,F,74,0,74,1.0,|NISANGELA|NIZANGELA|
NISDETE,F,28,0,28,1.0,|NISDETE|
NISELMA,F,87,0,87,1.0,|NISELMA|NIZELMA|
NIZETE,F,2032,20,2052,0.9902534113060428,|NISETE|NIZETE|
NIZIA,F,2094,0,2094,1.0,|NISIA|NIZAIR|NIZIA|
NISLENE,F,389,0,389,1.0,|NISILENE|NISLENE|
NIZIO,M,0,615,615,1.0,|NISIO|NIZIO|
NISLAINE,F,227,0,227,1.0,|NISLAINE|NISLAYNE|
